fc_name,object_name
博派资本,Ai.Frame人形机器人矩阵动力
峰瑞资本,AiLingual君临谷中
兆丰创投,"Aide Solar Co., Ltd."
Kima,Aiden
Kima Ventures,Aiden
EQT,Aifloo
EQT Ventures,Aifloo
Business,AimBrain
Business Growth Fund,AimBrain
Entrepreneur Venture,AimBrain
Episode 1 Ventures,AimBrain
Fund（领投）,AimBrain
Growth,AimBrain
腾讯,Aiming
腾讯投资,Aiming
阿里巴巴,Aiming
雀巢,Aimmune Therapeutics
Atlantic,Aiqudo
Atlantic Bridge,Aiqudo
东方航空(东航),Air France KLM
中国东方航空股份有限公司,Air France KLM
达美航空,Air France KLM
集富亚洲,AirCloset
集富亚洲JAFCO,AirCloset
京东,AirDino第一人居
今日资本,AirKitchen
金沙江创投,AirKitchen
Airbus Ventures,AirMap
Rakuten,AirMap
Ventures,AirMap
微软Microsoft,AirMap
微软Microsoft（领投）,AirMap
微软创投,AirMap
日本乐天Rakuten,AirMap
电子华南,AirMap
索尼电子华南有限公司,AirMap
索尼（中国）有限公司,AirMap
高通,AirMap
高通Qualcomm,AirMap
高通Qualcomm Ventures,AirMap
Correlation Ventures,AirPR
Mohr,AirPR
Mohr Davidow Ventures,AirPR
Salesforce,AirPR
Salesforce Ventures,AirPR
Storm,AirPR
Storm Ventures,AirPR
Ventures,AirPR
上海盛大网络发展有限公司,AirPlay
盛大资本-盛大网络,AirPlay
盛大集团,AirPlay
鸿海集团Foxconn,AirSig
鸿海集团,AirSig密码钱包
鸿海集团Foxconn,AirSig密码钱包
上海盛大网络发展有限公司,AirSlides
北京极客帮创业投资合伙企业（有限合伙）,AirSlides
极客帮创投,AirSlides
盛大集团,AirSlides
Goldman,AirTrunk
Goldman Sachs高盛(国外),AirTrunk
Sachs高盛(国外),AirTrunk
TPG Capital,AirTrunk
VMware,AirWatch
北京顺为资本投资咨询有限公司,AirWear
顺为资本,AirWear
上海中路（集团）有限公司,AirWheel
中路资本,AirWheel
北京联创永宣投资管理股份有限公司,AirWheel
联创永宣,AirWheel
合力投资,AirWheel爱尔威
松禾资本,AirWheel爱尔威
天使投资人李想,AirX空气管家
Arboretum Ventures,Aira.IO
Arch Venture Partners,Aira.IO
Capital,Aira.IO
Felicis,Aira.IO
Felicis Ventures,Aira.IO
JAZZ Venture Partners,Aira.IO
Lux,Aira.IO
Lux Capital,Aira.IO
Ventures,Aira.IO
WPP集团,Aira.IO
Bank of America,Airbnb
Citi Ventures,Airbnb
Dragoneer Investment Group,Airbnb
Google,Airbnb
JPMorgan摩根大通,Airbnb
Kleiner Perkins Caufield & Byers(KPCB全球),Airbnb
Morgan Stanley摩根士丹利,Airbnb
Sequoia Capital(红杉海外),Airbnb
T. Rowe Price,Airbnb
TPG Growth新桥资本,Airbnb
Technology Crossover Ventures,Airbnb
Temasek淡马锡,Airbnb
Tiger Global Management(老虎国外),Airbnb
Wellington Management,Airbnb
不公开的投资者,Airbnb
中投公司,Airbnb
中投公司（领投）,Airbnb
宽带资本CBC,Airbnb
德太集团,Airbnb
摩根士丹利,Airbnb
摩根大通,Airbnb
红杉资本中国,Airbnb
红杉（海外）,Airbnb
纪源资本GGV,Airbnb
谷歌投资,Airbnb
高瓴资本,Airbnb
Bank of America,"Airbnb, Inc."
Citi Ventures,"Airbnb, Inc."
Dragoneer Investment Group,"Airbnb, Inc."
T. Rowe Price,"Airbnb, Inc."
Technology Crossover Ventures,"Airbnb, Inc."
德太集团,"Airbnb, Inc."
摩根士丹利,"Airbnb, Inc."
摩根大通,"Airbnb, Inc."
红杉（海外）,"Airbnb, Inc."
纪源资本,"Airbnb, Inc."
谷歌投资,"Airbnb, Inc."
不公开的投资者,Aircall
九合创投,Airdoc
搜狗,Airdoc
智朗创投,Airdoc
Y,Airfordable
Y Combinator,Airfordable
YC,Airfordable
East,Airfrov
East Ventures,Airfrov
Galvanize Ventures,Airhelp
Khosla,Airhelp
Khosla Ventures,Airhelp
Ventures,Airhelp
Y Combinator,Airhelp
YC,Airhelp
科斯拉风投,Airhelp
原子创投,AirilyApp Inc.
北京真格天成投资管理有限公司,Airlango
真格基金,Airlango
Plug and Play,Airlbs
Y,Airo Health
Y Combinator,Airo Health
YC,Airo Health
OurCrowd,Airobotics
微软Microsoft,Airobotics
蓝驰创投,Airobotics
蓝驰创投（领投）,Airobotics
赛富基金,Airparking
Capital（领投）,Airpay
Kalaari,Airpay
Kalaari Capital,Airpay
Rajesh Jhunjhunwala,Airpay
Rakesh Jhunjhunwala,Airpay
500,Airsorted
500 Startups,Airsorted
Concentric,Airsorted
Concentric（领投）,Airsorted
Pi Labs,Airsorted
Startups,Airsorted
金沙江创投,Airspan Networks
Collective,Airtable
CrunchFund,Airtable
Founder,Airtable
Founder Collective,Airtable
Freestyle Capital,Airtable
Capital（领投）,Airtasker
Seven West Media,Airtasker
Skyfield,Airtasker
Skyfield Capital,Airtasker
365 Retail Markets,Airvend
PS27,Airvend
PS27 Ventures,Airvend
Ventures,Airvend
华山资本,Airwallex
引力创投,Airwallex
戈壁,Airwallex
MasterCard万事达,Airwallex空中云汇
华山资本WestSummit Capital,Airwallex空中云汇
引力创投,Airwallex空中云汇
戈壁投资,Airwallex空中云汇
红杉资本中国,Airwallex空中云汇
腾讯,Airwallex空中云汇
腾讯（领投）,Airwallex空中云汇
Andreessen Horowitz(简称A16Z),Airware
Caufield,Airware
First Round Capital,Airware
Kleiner,Airware
Kleiner Perkins Caufield & Byers(KPCB全球),Airware
Perkins,Airware
a16z,Airware
凯鹏华盈,Airware
CRCM Ventures,Airy:3D
Group,Airy:3D
Harper,Airy:3D
Nautilus Venture Partners,Airy:3D
R7 Partners,Airy:3D
Robert Bosch Venture Capital,Airy:3D
华平投资WI,Airy:3D
华平投资WI Harper Group,Airy:3D
Angel,Aisle
CIO,Aisle
CIO Angel Network,Aisle
Konglo Ventures,Aisle
LetsVenture,Aisle
White Unicorn Ventures,Aisle
Rogue,Akana
Alven Capital,Akeneo
Kima Ventures,Akeneo
Partech,Akeneo
Partech Ventures,Akeneo
Great,Akido Labs
Great Oaks Venture Capital,Akido Labs
Oaks,Akido Labs
Y Combinator,Akido Labs
YC,Akido Labs
上海长鹰投资管理有限公司,Akoko
杭州老鹰基金,Akoko
老鹰基金,Akoko
北方华创,Akrion Systems
F-Prime,Akriveia Therapeutics
F-Prime Capital Partners,Akriveia Therapeutics
DCM中国,Akulaku街角电商
IDG资本,Akulaku街角电商
Costanoa Ventures,Alation
Data Collective,Alation
Harmony,Alation
Harmony Partners,Alation
Icon,Alation
Icon Venture Partners,Alation
Partners（领投）,Alation
Venture,Alation
宽带资本CBC,Alauda灵雀云
腾讯,Alauda灵雀云
腾讯云,Alauda灵雀云
高榕资本,Alauda灵雀云
500 FinTech,Albert
500 Startups,Albert
500 fintech,Albert
Bessemer,Albert
Bessemer Venture Partners,Albert
CFSI,Albert
Partners,Albert
Venture,Albert
柏尚投资,Albert
金融服务创新中心,Albert
Nokia诺基亚,Alcatel-Lucent
IBM,AlchemyAPI
艾伯维,Alector
北极光创投,Aleiye魔方数迅科技
住友商事亚洲资本,Algoblu
住友商事亚洲资本股份有限公司,Algoblu
KIP,Algoblu肇煜宏泰
住友商事亚洲资本,Algoblu肇煜宏泰
Accel,Algolia
Accel Partners,Algolia
Alven,Algolia
Alven Capital,Algolia
Capital,Algolia
Lead Edge Capital,Algolia
Partners（领投）,Algolia
Point Nine Capital,Algolia
SaaStr基金,Algolia
Storm,Algolia
Storm Ventures,Algolia
Ventures,Algolia
Capital,Algorithmia
Deep,Algorithmia
Deep Fork Capital,Algorithmia
Fork,Algorithmia
Google谷歌,Algorithmia
Google谷歌（领投）,Algorithmia
Group,Algorithmia
Madrona,Algorithmia
Madrona Venture Group,Algorithmia
Rakuten Ventures,Algorithmia
Venture,Algorithmia
Work-Bench,Algorithmia
不公开的投资者,Algorithmia
645,Alice
645 Ventures,Alice
Expedia,Alice
Laconia,Alice
Laconia Ventures,Alice
Neuehouse,Alice
Ventures,Alice
不公开的投资者,Alice
Adara Ventures,AlienVault
Institutional,AlienVault
Institutional Venture Partners,AlienVault
Kleiner Perkins Caufield & Byers(KPCB全球),AlienVault
Partners,AlienVault
Trident Capital,AlienVault
Venture,AlienVault
纪源资本GGV,AlienVault
Institutional VC,"AlienVault, Inc.?"
三叉戟资本,"AlienVault, Inc.?"
纪源资本,"AlienVault, Inc.?"
Google谷歌,Align Commerce
KPCB凯鹏华盈中国,Align Commerce
Kleiner Perkins Caufield & Byers(KPCB全球),Align Commerce
SBI投资(思佰益),Align Commerce
Valley,Align Commerce
凯鹏华盈,Align Commerce
图灵资本,Align Commerce
澳大利亚国民银行,Align Commerce
硅谷银行,Align Commerce
硅谷银行Silicon,Align Commerce
硅谷银行Silicon Valley Bank,Align Commerce
Warburg,Alignment Healthcare
Warburg Pincus(海外投资),Alignment Healthcare
Bold Capital,AliveCor
Burrill & Company,AliveCor
Khosla Ventures,AliveCor
Mayo,AliveCor
Mayo Clinic,AliveCor
Oklahoma Life Science Fund,AliveCor
Omron Healthcare,AliveCor
高通Qualcomm Ventures,AliveCor
高通风险投资,AliveCor
Capital,Alkemics
Cathay Capital,Alkemics
Index,Alkemics
Index Venture,Alkemics
Index Ventures,Alkemics
Partech,Alkemics
Partech Ventures,Alkemics
SEB Alliance,Alkemics
Seb Alliance,Alkemics
Serena,Alkemics
Serena Capital,Alkemics
Ventures,Alkemics
凯辉基金,Alkemics
凯辉投资咨询（上海）有限公司,Alkemics
Third,All Def Digital
Third Wave Digital Partners,All Def Digital
不公开的投资者,AllChinaTech
富道投资,AllChinaTech
金种子创投,AllChinaTech
Magma,AllSeated
Magma Venture Partners,AllSeated
Elephant,Allbirds
Global,Allbirds
Great Oaks VC,Allbirds
Great Oaks Venture Capital,Allbirds
Lerer Hippeau Ventures,Allbirds
Management(老虎国外)（领投）,Allbirds
Maveron,Allbirds
Peterson Partners,Allbirds
Red Sea Ventures,Allbirds
Slow Ventures,Allbirds
Tiger,Allbirds
Tiger Global Management(老虎国外),Allbirds
不公开的投资者,AlleyNYC
ARM,Allinea
Andreesen Horowitz,Allset
Compound,Allset
FJ Labs,Allset
Greycroft,Allset
Greycroft Partners,Allset
Metamorphic Ventures,Allset
Partners（领投）,Allset
SMRK VC,Allset
Vaizra,Allset
Vaizra Investments,Allset
Metamorphic Ventures,Allset Technologies Inc
不公开的投资者,Allstay
New,AlltheRooms
New York Angels,AlltheRooms
True,Allume
True Ventures,Allume
Romulus,Allurion
Romulus Capital,Allurion
Capital,Allurion Technologies
Cogepa Investments,Allurion Technologies
IDO Investments,Allurion Technologies
Romulus,Allurion Technologies
Romulus Capital,Allurion Technologies
SoftBank,Alodokter
Delek,"Alon USA Energy, Inc."
Lightspeed,Alooma
Lightspeed Venture Partners美国光速,Alooma
Sequoia Capital(红杉海外),Alooma
Venture,Alooma
红杉（海外）,Alooma
美国光速,Alooma
Google谷歌,Alpental Technologies
不公开的投资者,Alpha UX
住友亚洲,Alpine Data Labs
Alpine Bioventures,Alpine Immune Sciences
Frazier,Alpine Immune Sciences
Frazier Healthcare Partners,Alpine Immune Sciences
OrbiMed Advisors,Alpine Immune Sciences
OrbiMed奥博资本,Alpine Immune Sciences
点亮资本,Alsontech埃尔森智能科技
Andreessen Horowitz(简称A16Z),AltSchool
First Round Capital,AltSchool
Founders Fund,AltSchool
Learn Capital,AltSchool
a16z,AltSchool
软银中国,Altaeros Energies
软银中国资本,Altaeros Energies
SoftBank,Altareos
SoftBank capital软银海外,Altareos
Eros,AlternaCare
Eros Labs,AlternaCare
不公开的投资者,Alteryx
500 Startups,Althea
Cherubic Ventures心元资本,Althea
Mirae Asset Ventures,Althea
Posco Ventures,Althea
Tekton,Althea
Tekton Ventures,Althea
Ventures,Althea
心元资本,Althea
韩国开发银行（领投）,Althea
英特尔投资,Altia Systems
英特尔投资Intel,Altia Systems
英特尔投资Intel Capital,Altia Systems
General Catalyst Partners,Altiscale
Northgate Capital,Altiscale
SAP,Altiscale
Sequoia Capital(红杉海外),Altiscale
红杉（海外）,Altiscale
启赋资本,Altizure
Delta,Altocloud
Delta Partners,Altocloud
Comcast Ventures,AltspaceVR
Google谷歌,AltspaceVR
Maven Ventures,AltspaceVR
Maven Ventures Growth Labs,AltspaceVR
Skywood Capital,AltspaceVR
WTI,AltspaceVR
Western Technology Investment,AltspaceVR
微软Microsoft,AltspaceVR
盛大资本,AltspaceVR
腾讯,AltspaceVR
腾讯投资,AltspaceVR
谷歌投资,AltspaceVR
创新工场,Amanda言叶网络
MCI,Amartha
Capital,Amastan Technologies
Launch,Amastan Technologies
Amazon,Amazon Pay
Amazon亚马逊,Amazon Pay
Y,Amberbox
Y Combinator,Amberbox
YC,Amberbox
利欧集团股份,Amber琥珀传播
利欧集团股份有限公司,Amber琥珀传播
Horizons,Ambidio
Horizons Ventures维港投资,Ambidio
维港投资,Ambidio
瑞士政府,Ambrosus
Apricot Capital,Ambrx
Northeast Securities Prosperity Healthcare Fund,Ambrx
上海复星医药（集团）股份有限公司,Ambrx
中国光大集团股份公司,Ambrx
人福医药,Ambrx
人福医药集团股份公司,Ambrx
"人福医药集团股份公司,Apricot",Ambrx
光大控股,Ambrx
光大集团,Ambrx
厚朴基金,Ambrx
厚朴投资,Ambrx
国药基金管理公司,Ambrx
复星医药,Ambrx
Visteon,American Center for Mobility
不公开的投资者,Ameyo
Amazon亚马逊,Amiato
启明创投,Amina
启明创投,Amina / 阿米那能源环保
Accel,Amino
Accel Partners,Amino
Aspect Ventures,Amino
Box Group,Amino
Capital,Amino
GV,Amino
Goodwater Capital,Amino
Google,Amino
Highland,Amino
Highland Capital Partners,Amino
Northwestern Mutual,Amino
Partners（领投）,Amino
SV Angel,Amino
Time Warner Investments,Amino
Union Square Ventures,Amino
Venrock,Amino
时代华纳投资,Amino
谷歌投资,Amino
Box Group,Amino Apps
Goodwater Capital,Amino Apps
Google,Amino Apps
Time,Amino Apps
Time Warner时代华纳,Amino Apps
Union,Amino Apps
Union Square Ventures,Amino Apps
Venrock,Amino Apps
Warner时代华纳,Amino Apps
Accel,Amitree
Accel Partners,Amitree
Partners,Amitree
Seven Peaks Ventures,Amitree
Vertical,Amitree
Vertical Venture,Amitree
Sequoia,Amogha Polymers
Sequoia Capital(红杉海外),Amogha Polymers
红杉（海外）,Amogha Polymers
Anges Qu?bec,AmpMe
Anges Queb,AmpMe
Investissement Quebec,AmpMe
OMERS Ventures,AmpMe
Relay Ventures,AmpMe
Slaight Music,AmpMe
Toronto,AmpMe
"Toronto,Relay",AmpMe
Townsgate Media,AmpMe
Advancit Capital,Amper
Foundry,Amper
Foundry Group,Amper
Kiwi Venture Partners,Amper
Sigma,Amper
Two,Amper
Two Sigma Ventures,Amper
Ventures（领投）,Amper
Global,Amperity
Tiger,Amperity
深创投,"Amphastar Pharmaceuticals, Inc."
Baird Capital,Amphora Medical
Boston Scientific Corporation,Amphora Medical
"Capital,Boston",Amphora Medical
Longitude,Amphora Medical
Longitude Capital,Amphora Medical
Globys/Trilogy Equity Partners,Amplero
Salesforce,Amplero
Salesforce Ventures,Amplero
Seven Peaks Ventures,Amplero
Wilcat,Amplero
Wilcat Venture Partners,Amplero
Investments,Amplience
Octopus,Amplience
Octopus Investments,Amplience
硅谷银行,Amplience
硅谷银行Silicon Valley Bank,Amplience
好时,Amplify Snack Brands
Battery,Amplitude
Battery Ventures,Amplitude
Benchmark,Amplitude
Benchmark Capital,Amplitude
Capital,Amplitude
Data,Amplitude
Data Collective,Amplitude
Infinity,Amplitude
Infinity Venture Partners（IVP）,Amplitude
Partners（IVP）（领投）,Amplitude
Quest Venture Partners,Amplitude
Venture,Amplitude
Ventures,Amplitude
标杆资本,Amplitude
Arix Bioscience,Amplyx
BioMed Ventures,Amplyx
Lundbeckfonden Ventures,Amplyx
NEA恩颐投资,Amplyx
Partners（领投）,Amplyx
Sofinnova,Amplyx
Sofinnova Partners,Amplyx
&,Amprius
Byers(KPCB全球),Amprius
Capital,Amprius
Caufield,Amprius
Chinergy Capital,Amprius
IPV Capital/盈富泰克,Amprius
Innovation Endeavors,Amprius
Kleiner,Amprius
Kleiner Perkins Caufield & Byers(KPCB全球),Amprius
Perkins,Amprius
Trident,Amprius
Trident Capital,Amprius
三叉戟资本,Amprius
优点资本,Amprius
优点资本VantagePoint,Amprius
信能资本,Amprius
凯鹏华盈,Amprius
盈富泰克,Amprius
赛富基金,Amprius
鱼跃科技,Amsino Medical美诺医疗
鱼跃科技（领投）,Amsino Medical美诺医疗
银杏谷资本,AmyPI市场
ALS投资基金,Amylyx
晨兴资本,Amylyx
真格基金,AnG无双科技
红杉资本中国,AnG无双科技
Principia,AnaBios
澜哲资本,Anada
AOL,Anagog
AOL Ventures,Anagog
山海创投,Analogix Semiconductor
FundersClub,AnalyticsMD
Mayfield,AnalyticsMD
Mayfield Fund,AnalyticsMD
Norwest,AnalyticsMD
Norwest Venture Partners,AnalyticsMD
Partners,AnalyticsMD
Venture,AnalyticsMD
Y Combinator,AnalyticsMD
YC,AnalyticsMD
华创汇才投资管理（北京）有限公司,AnalyticsMD
华创资本,AnalyticsMD
宏达通讯有限公司,AnalyticsMD
斯坦福Stanford,AnalyticsMD
Baillie,Anaplan
Baillie Gifford,Anaplan
Baillie Gifford & Co,Anaplan
Brookside,Anaplan
Brookside Capital,Anaplan
DFJ德丰杰(全球),Anaplan
Founders,Anaplan
Founders Circle Capital,Anaplan
Gifford,Anaplan
Granite Ventures,Anaplan
Harmony Partners,Anaplan
Invest,Anaplan
Meritech Capital,Anaplan
Meritech Capital Partners,Anaplan
Premji,Anaplan
Premji Invest,Anaplan
Salesforce,Anaplan
Salesforce Ventures,Anaplan
Shasta Ventures,Anaplan
不公开的投资者,Anaplan
夏斯塔创投,Anaplan
德丰杰,Anaplan
Glass,Ancera
Glass Capital Management,Ancera
Metabiota,Ancera
丰厚资本,Ancsonic安声科技
九合创投,Ancsonic安声科技
太火鸟,Ancsonic安声科技
Amplo,Andela
CRE,Andela
CRE Venture Capital,Andela
Capital,Andela
Chan Zuckerberg Initiative,Andela
DBL Partners,Andela
Google谷歌,Andela
Salesforce,Andela
Spark,Andela
Spark Capital,Andela
TLcom Capital,Andela
扎克伯格—陈计划,Andela
陈-扎克伯格计划,Andela
BoxGroup,Ando
Forerunner,Ando
Forerunner Ventures,Ando
Ventures,Ando
Wildcat Venture Partners,Ando
不公开的投资者,Andrew Alliance
Capital,Angaza
Laurene Powell Jobs,Angaza
Partners,Angaza
Rethink Impact,Angaza
Salesforce,Angaza
Social,Angaza
Social Capital Partners,Angaza
StartX,Angaza
不公开的投资者,Angaza
东方弘道(弘合基金),AngelCrunch天使汇
Maven,AngelList
Maven Ventures,AngelList
Maven Ventures Growth Labs,AngelList
Quest Venture Partners,AngelList
Ventures,AngelList
中科招商,AngelList
DU Telecom,Anghami
Samena,Anghami
Samena Capital,Anghami
Samena Capital Investments,Anghami
du,Anghami
IAC,Angie's List
北京龙翌创富顾问有限公司,Ani.cloud
龙翌资本,Ani.cloud
Forgame,Animoca
北京掌趣科技股份有限公司,Animoca
广州维动网络科技有限公司,Animoca
掌趣科技,Animoca
Forgame云游控股,Animoca-Outblaze
IDG资本,Animoca-Outblaze
广州维动网络科技有限公司,Animoca-Outblaze
掌趣科技,Animoca-Outblaze
英特尔投资Intel Capital,Animoca-Outblaze
IDG资本,Anker街电科技
欣旺达,Anker街电科技
聚美优品,Anker街电科技
Andreessen,Anki
Andreessen Horowitz(简称A16Z),Anki
Horowitz(简称A16Z),Anki
Index,Anki
Index Venture,Anki
Index Ventures,Anki
JPMorgan摩根大通,Anki
Two Sigma Ventures,Anki
Ventures,Anki
a16z,Anki
摩根大通,Anki
Clarus,Annexon
Correlation,Annexon
Correlation Ventures,Annexon
NEA恩颐投资,Annexon
Novartis Venture Fund,Annexon
Satter Investment,Annexon
Ventures,Annexon
恩颐投资,Annexon
北极光创投,Annoroad安诺优达
国泰君安,Annoroad安诺优达
崇德投资,Annoroad安诺优达
平安创新投资基金,Annoroad安诺优达
正轩投资,Annoroad安诺优达
深圳高特佳,Annoroad安诺优达
赛富基金,Annoroad安诺优达
软银中国,Annoroad安诺优达
北极光创投,Annoroad安诺优达基因
国泰君安,Annoroad安诺优达基因
崇德投资,Annoroad安诺优达基因
正轩投资,Annoroad安诺优达基因
Aleph,Anodot
Aleph Venture Capital,Anodot
Disruptive Technologies LP,Anodot
不公开的投资者,Anodot
Maveron,Anomo
奇虎360,Anrom安容致远
"人福医药,CITIC",Ansell Healthcare
Voyager,AnswerDash
Voyager Capital,AnswerDash
IIDF,Antilatency
成为资本,Antiq
上海小村资产管理有限公司,Antiwiki
小村资本,Antiwiki
Goldman,Antuit
Goldman Sachs高盛(国外),Antuit
高盛,Antuit
Google谷歌,Anvato
JVP,AnyClip Media
Jerusalem,AnyClip Media
Jerusalem Venture Partners(JVP),AnyClip Media
上海达泰创业投资管理有限公司,AnyLink
达泰资本,AnyLink
DCM资本,"AnyPerk, Inc."
娱乐工场,AnyShopStyle
清流资本,AnyShopStyle
清流（北京）投资咨询有限公司,AnyShopStyle
娱乐工场,AnyShopStyle爱上溥科技
泛舟资本,AnyShopStyle爱上溥科技
清流资本,AnyShopStyle爱上溥科技
北京真格天成投资管理有限公司,Anymood
真格基金,Anymood
千骥创投,Aohua澳华
君联资本,Aohua澳华
启明创投,Aohua澳华
微软Microsoft,Aorato
湖畔山南资本,Aozzo奥朵家饰
Paramount,Apache Canada
新进创投,Apakau
Canaan,Apartment List
Canaan Partners,Apartment List
AJU IB,Apellis Pharmaceuticals
Aju IB,Apellis Pharmaceuticals
Capital,Apellis Pharmaceuticals
Clough Capital Partners,Apellis Pharmaceuticals
Cormorant Asset Management,Apellis Pharmaceuticals
F-Prime Capital Partners,Apellis Pharmaceuticals
Sofinnova,Apellis Pharmaceuticals
Sofinnova Partners,Apellis Pharmaceuticals
venBio,Apellis Pharmaceuticals
晨兴资本,Apellis Pharmaceuticals
维梧资本Vivo,Apellis Pharmaceuticals
维梧资本Vivo Capital,Apellis Pharmaceuticals
高瓴资本,Apellis Pharmaceuticals
IBM,Aperto
不公开的投资者,Apex
Baseline Ventures,Apiary
Capital,Apiary
Flybridge,Apiary
Flybridge Capital Partners,Apiary
甲骨文Oracle,Apiary
Alpha-1,Apic Bio
Alpha-1 Foundation,Apic Bio
ARM,Apical
Bay Partners,Apigee
BlackRock,Apigee
Focus Ventures,Apigee
Google谷歌,Apigee
Grishin Robotics,Apigee
Juniper Networks,Apigee
NVP,Apigee
Norwest Venture Partners,Apigee
SAP Ventures,Apigee
Sapphire Ventures,Apigee
Third Point Ventures,Apigee
贝莱德,Apigee
Bain,Apixio
Bain Capital Ventures,Apixio
Capital,Apixio
Carmel Ventures,Apixio
Comcast Ventures,Apixio
First Analysis,Apixio
Globespan,Apixio
Globespan Capital Partners,Apixio
Norwest Venture Partners - NVP,Apixio
SSM Partners,Apixio
贝恩资本,Apixio
浩方创投,Apollo box
浩方创投,ApolloBox Tech LLC.
Y,ApolloShield
Y Combinator,ApolloShield
YC,ApolloShield
NVP,Aporeto
Norwest,Aporeto
Norwest Venture Partners,Aporeto
Venture,Aporeto
Wing Venture Partners,Aporeto
不公开的投资者,Apozy
Greenspring Associates,App Annie
Greycroft Partners,App Annie
IDG资本,App Annie
Infinity Venture Partners（IVP）,App Annie
Institutional VC,App Annie
Institutional Venture Partners,App Annie
Sequoia Capital(红杉海外),App Annie
e.ventures,App Annie
红杉资本中国,App Annie
红杉（海外）,App Annie
Greycroft,App Annie Limited
Greycroft Partners,App Annie Limited
IDG资本,App Annie Limited
IVP,App Annie Limited
Institutional VC,App Annie Limited
Kii Capital,App Annie Limited
e.ventures,App Annie Limited
红杉中国,App Annie Limited
红杉（海外）,App Annie Limited
Testin云测,AppBK运营助手
InnoSpace创智空间,AppBei结婚宝典
上海常石投资管理有限公司,AppCan
中路资本,AppCan
北京联创永宣投资管理股份有限公司,AppCan
盘古创富,AppCan
盘古创富（北京）创业投资管理有限公司,AppCan
联创永宣,AppCan
长石资本,AppCan
VANGOO盘古创富,AppCan正益无线
中路资本,AppCan正益无线
联创永宣,AppCan正益无线
长石资本,AppCan正益无线
Founders,AppCard
Founders Fund,AppCard
Capital,AppDirect
Foundry,AppDirect
Foundry Group,AppDirect
Group,AppDirect
JPMorgan摩根大通,AppDirect
Mithril Capital,AppDirect
Mithril Capital Management,AppDirect
StarVest Partners,AppDirect
iNovia,AppDirect
iNovia Capital,AppDirect
摩根大通,AppDirect
Altimeter Capital,AppDynamics
Battery Ventures,AppDynamics
Caufield,AppDynamics
General Catalyst Partners,AppDynamics
Goldman Sachs高盛(国外),AppDynamics
Greylock,AppDynamics
Greylock Partners,AppDynamics
Industry Ventures,AppDynamics
Institutional Venture Partners,AppDynamics
Kleiner,AppDynamics
Kleiner Perkins Caufield & Byers(KPCB全球),AppDynamics
Lightspeed,AppDynamics
Lightspeed Venture Partners美国光速,AppDynamics
Partners,AppDynamics
Perkins,AppDynamics
Venture,AppDynamics
不公开的投资者,AppDynamics
凯鹏华盈,AppDynamics
美国光速,AppDynamics
ScienceLogic,AppFirst
Juniper,AppFormix
ANA Holdings,AppGuard
Blue Planet-works,AppGuard
JTB Corp.,AppGuard
Capital,AppGyver
Initial,AppGyver
Initial Capital,AppGyver
Karma,AppGyver
Karma Ventures,AppGyver
OpenOcean,AppGyver
不公开的投资者,AppInside
东方弘泰资本,AppLovin
First Round Capital,AppNexus
Khosla Ventures,AppNexus
Kodiak Venture Partners,AppNexus
TCV,AppNexus
Tribeca Venture Partners,AppNexus
Venrock,AppNexus
不公开的投资者,AppNexus
微软Microsoft,AppNexus
微软创投,AppNexus
London,AppOnBoard
London Venture,AppOnBoard
Troy Capital Partners,AppOnBoard
AppAnnie,AppScotch
不公开的投资者,AppTweak
不公开的投资者,AppVirality
Bloomberg Beta,AppZen
MasterCard万事达,AppZen
Redpoint,AppZen
Resolute.vc,AppZen
Ventures红点全球基金（领投）,AppZen
万事达卡,AppZen
硅谷银行,AppZen
硅谷银行Silicon Valley Bank,AppZen
Capital（领投）,Appcelerator
EDB Investments,Appcelerator
Fund（领投）,Appcelerator
Hat（领投）,Appcelerator
Larry Augustin,Appcelerator
Mayfield,Appcelerator
Mayfield Fund,Appcelerator
Mayfield Fund（领投）,Appcelerator
Red,Appcelerator
Red Hat,Appcelerator
Red Hat（领投）,Appcelerator
Relay Ventures,Appcelerator
Sierra,Appcelerator
Sierra Ventures,Appcelerator
Storm,Appcelerator
Storm Ventures,Appcelerator
Translink,Appcelerator
Translink Capital,Appcelerator
Translink Capital（领投）,Appcelerator
Translink资本,Appcelerator
Union Grove Venture Partners,Appcelerator
Ventures（领投）,Appcelerator
eBay,Appcelerator
经济发展局投资,Appcelerator
西瑞雅,Appcelerator
协立投资,Appcoach
南京协立投资管理有限公司,Appcoach
涌铧投资,Appcoach
SoftTech,Appdiff
SoftTech VC,Appdiff
VC,Appdiff
Zetta Venture Partners,Appdiff
Balderton,Appear Here
Balderton Capital,Appear Here
Capital,Appear Here
Investments（领投）,Appear Here
MMC Ventures,Appear Here
Meyer Bergman,Appear Here
Octopus,Appear Here
Octopus Investments,Appear Here
Playfair,Appear Here
Playfair Capital,Appear Here
Simon Venture Group,Appear Here
不公开的投资者,Appedu Co
不公开的投资者,"Appedu Co., ltd."
Bessemer,Apperian
Bessemer Venture Partners,Apperian
Kleiner,Apperian
Kleiner Perkins Caufield & Byers(KPCB全球),Apperian
North Bridge,Apperian
North Bridge Venture Partners,Apperian
Partners,Apperian
Venture,Apperian
凯鹏华盈,Apperian
柏尚投资,Apperian
英特尔投资,Apperian
英特尔投资Intel Capital,Apperian
Google谷歌,Appetas
